Study Hours,Sleep Hours,Last Exam,Internet Access,Academy,Family Income,CoCurricular,Stress Level,Health,Percentage
11.61,6.87,72.97,Yes,No,Low,Low,Moderate,Good,52.34
26.23,8.75,67.51,Yes,Yes,Moderate,Moderate,High,Good,80.85
9.89,7.32,87.85,Yes,Yes,High,Low,Moderate,Good,69.18
29.65,7.68,90.04,Yes,Yes,Moderate,Low,Moderate,Good,100.0
17.62,7.33,52.58,Yes,No,Moderate,Moderate,Low,Average,72.42
15.55,7.28,59.47,Yes,Yes,Moderate,Low,Moderate,Poor,54.77
17.86,7.37,79.52,Yes,No,Moderate,High,Moderate,Good,78.42
30.18,4.68,84.05,Yes,Yes,Moderate,Low,Low,Good,100.0
9.04,6.7,65.49,No,Yes,Low,Moderate,Low,Average,55.89
8.28,8.39,58.86,No,Yes,Moderate,Moderate,Low,Good,57.77
10.47,11.0,71.18,Yes,Yes,Moderate,Moderate,Low,Average,71.18
15.19,5.55,92.15,Yes,Yes,High,Moderate,Low,Average,89.51
4.65,7.51,70.62,Yes,Yes,Moderate,Moderate,High,Average,48.04
15.13,6.31,51.04,Yes,Yes,Moderate,High,Low,Poor,51.53
25.16,9.46,71.64,Yes,No,Low,Moderate,Moderate,Good,86.25
15.91,5.38,81.74,Yes,Yes,High,Moderate,Moderate,Good,77.74
13.24,7.75,68.48,Yes,No,Low,Low,High,Good,57.69
11.29,5.31,88.87,No,Yes,Low,High,Low,Poor,53.8
20.39,6.62,82.99,Yes,Yes,Low,Moderate,Moderate,Poor,74.6
10.05,6.96,69.07,Yes,No,High,Low,Moderate,Average,54.37
26.08,8.28,70.65,Yes,Yes,Moderate,Low,Moderate,Good,88.29
26.6,5.71,42.37,Yes,Yes,High,Moderate,Moderate,Poor,67.75
16.54,7.8,88.15,Yes,Yes,Low,Moderate,Moderate,Average,80.11
14.93,7.02,65.06,Yes,No,Moderate,Moderate,High,Average,51.26
21.18,7.33,64.0,No,No,Moderate,Moderate,Low,Average,65.76
21.57,8.15,61.75,No,No,Moderate,Low,High,Average,65.06
10.16,5.46,76.85,Yes,Yes,Moderate,Low,Moderate,Good,61.84
11.84,7.97,53.07,Yes,Yes,Moderate,Moderate,Low,Average,59.17
7.07,6.32,55.24,Yes,Yes,High,Low,Low,Average,54.79
17.45,8.32,69.21,No,No,Moderate,Moderate,High,Poor,59.76
19.0,7.4,60.6,Yes,No,High,Low,Moderate,Poor,70.53
6.9,6.75,75.03,Yes,Yes,Moderate,Low,Low,Average,59.29
12.27,6.29,61.15,Yes,No,High,Low,Moderate,Average,66.91
6.92,7.99,93.93,Yes,No,Moderate,Low,High,Average,53.89
9.61,8.51,80.4,Yes,No,Moderate,Low,Low,Average,73.97
18.31,6.36,80.21,Yes,No,Low,Moderate,Moderate,Good,73.13
10.6,5.64,60.93,Yes,Yes,High,Low,Low,Average,50.31
13.2,7.83,100.0,Yes,No,Low,High,Moderate,Good,65.82
5.24,5.26,63.41,Yes,Yes,Low,Moderate,Moderate,Good,43.85
16.12,5.43,59.29,Yes,No,Moderate,Moderate,Low,Average,66.1
14.73,5.72,80.6,Yes,Yes,Moderate,Low,Moderate,Average,72.2
10.63,6.5,72.93,No,No,Moderate,High,Moderate,Poor,48.33
13.87,5.4,57.72,Yes,No,Moderate,Moderate,Moderate,Good,55.45
16.08,4.67,100.0,Yes,No,Moderate,Low,High,Average,75.54
10.11,5.64,84.63,Yes,Yes,High,Moderate,Low,Average,61.24
6.14,7.77,70.06,No,No,Moderate,Low,Moderate,Average,44.3
25.83,5.47,100.0,Yes,No,High,Moderate,Low,Average,99.9
11.2,6.59,82.16,Yes,No,Moderate,High,High,Poor,53.71
14.42,9.34,69.82,Yes,No,Low,High,Moderate,Average,69.02
21.07,6.94,100.0,Yes,Yes,Moderate,Low,Low,Good,91.65
36.17,7.41,79.88,Yes,No,Low,High,Moderate,Good,100.0
7.53,5.86,79.23,Yes,Yes,High,Low,Low,Good,60.7
17.7,9.6,64.2,Yes,Yes,Moderate,High,Moderate,Average,72.78
10.75,6.35,70.74,Yes,No,Moderate,Moderate,Moderate,Average,69.31
11.77,6.73,63.84,Yes,No,Moderate,High,Moderate,Average,56.12
10.68,8.58,91.6,No,Yes,Moderate,Moderate,Moderate,Good,72.13
8.25,6.78,45.86,No,No,Moderate,High,Low,Average,48.09
14.75,7.06,90.49,Yes,Yes,Moderate,Moderate,Low,Average,91.43
6.15,6.66,56.84,Yes,Yes,High,Moderate,High,Poor,50.7
20.68,6.67,69.13,Yes,No,Moderate,Moderate,Low,Average,67.24
15.33,7.44,65.57,Yes,Yes,Low,Moderate,Moderate,Poor,62.58
17.53,7.66,62.2,Yes,Yes,Moderate,Moderate,Low,Average,75.91
12.2,6.23,80.35,Yes,Yes,Low,Low,High,Good,66.92
12.8,6.08,69.92,Yes,No,Moderate,Moderate,Moderate,Average,52.65
16.73,6.27,59.98,Yes,Yes,Low,Low,Moderate,Average,60.07
8.02,5.32,72.31,Yes,Yes,Moderate,Moderate,Moderate,Average,52.7
12.85,5.09,59.56,Yes,Yes,Moderate,Moderate,Low,Poor,57.38
9.84,7.36,61.93,No,No,High,Moderate,Moderate,Average,51.74
9.66,8.13,47.54,Yes,Yes,Low,Moderate,High,Average,43.39
2.34,8.05,63.25,Yes,Yes,Moderate,Low,Low,Average,42.25
23.04,4.14,77.41,Yes,Yes,Low,Moderate,Low,Good,83.72
10.88,6.71,70.56,Yes,Yes,Low,Low,Moderate,Average,55.85
21.98,5.68,97.23,Yes,Yes,Moderate,Low,Moderate,Average,83.63
21.41,7.17,100.0,No,Yes,Moderate,Moderate,Low,Average,86.5
7.28,6.5,63.04,Yes,Yes,Moderate,Low,High,Average,44.79
8.47,7.71,57.5,Yes,Yes,Low,Low,Moderate,Poor,50.1
30.36,6.98,86.95,Yes,Yes,Moderate,Moderate,Moderate,Poor,95.42
25.51,4.72,75.03,Yes,Yes,Moderate,Low,Moderate,Poor,65.7
14.81,5.84,87.04,Yes,Yes,Moderate,Low,Moderate,Average,63.04
16.54,7.01,75.98,Yes,No,High,Moderate,Low,Poor,62.54
11.21,7.11,67.08,Yes,No,Moderate,Moderate,Moderate,Average,46.26
17.59,5.31,67.17,Yes,Yes,Moderate,Low,Low,Average,74.49
10.7,5.16,76.49,Yes,Yes,Moderate,Moderate,Moderate,Average,63.41
2.81,7.07,66.83,Yes,No,Moderate,Moderate,High,Poor,45.39
7.07,5.32,88.29,Yes,No,High,Moderate,High,Average,54.78
15.13,5.0,50.46,Yes,No,High,High,Low,Good,69.55
8.21,6.47,88.21,Yes,Yes,Moderate,High,Moderate,Good,70.87
14.6,6.41,41.9,Yes,Yes,Low,Moderate,High,Average,37.39
8.55,5.95,72.18,Yes,Yes,High,High,Low,Average,70.0
10.31,6.16,65.03,Yes,Yes,Low,Moderate,Low,Average,54.17
20.12,7.02,47.25,Yes,Yes,Moderate,Moderate,Low,Average,70.87
16.48,6.14,39.1,Yes,No,Low,High,Low,Poor,48.97
14.94,7.08,53.54,Yes,Yes,Moderate,High,Moderate,Average,54.92
20.27,6.54,70.69,Yes,Yes,Moderate,High,High,Good,77.08
17.88,7.2,60.97,Yes,No,Moderate,Moderate,Moderate,Average,74.22
23.68,8.05,54.39,Yes,Yes,Moderate,Moderate,Low,Average,72.67
12.24,8.01,90.28,Yes,Yes,Moderate,Low,Moderate,Average,72.95
12.42,8.55,51.52,Yes,No,High,Moderate,High,Average,61.9
7.19,8.01,80.19,Yes,No,Moderate,Moderate,Moderate,Good,49.62
12.43,7.29,56.67,Yes,No,High,Low,Low,Average,56.39
20.79,6.48,53.16,Yes,Yes,Moderate,Low,High,Poor,59.09
22.8,6.53,60.94,Yes,Yes,Low,Moderate,Moderate,Average,69.04
20.76,5.95,79.3,Yes,Yes,Low,Moderate,Moderate,Average,71.35
4.23,7.01,49.43,Yes,No,Moderate,Moderate,Moderate,Average,34.54
21.5,7.84,74.31,No,No,High,Moderate,Moderate,Average,77.47
3.97,6.13,55.59,Yes,Yes,Low,High,Moderate,Good,40.68
20.39,6.96,58.29,Yes,No,High,Moderate,Moderate,Average,65.06
12.79,6.19,76.01,Yes,No,Moderate,Moderate,Moderate,Average,56.68
19.22,7.25,100.0,No,Yes,Low,Moderate,Low,Average,88.02
7.01,6.34,56.33,Yes,Yes,Low,High,Moderate,Average,43.37
22.03,6.11,80.8,Yes,No,Low,Moderate,High,Average,73.68
6.21,6.18,65.31,Yes,Yes,Moderate,High,Low,Good,55.62
10.99,7.6,62.88,Yes,No,Moderate,Moderate,High,Poor,41.01
9.01,6.88,86.07,Yes,Yes,Moderate,Low,Low,Average,62.41
4.47,6.49,57.35,Yes,Yes,Low,Moderate,Low,Average,42.41
15.57,7.31,52.69,Yes,No,Moderate,High,Low,Average,64.81
25.84,6.5,76.9,Yes,No,Moderate,Low,High,Good,81.89
31.0,8.35,93.92,No,Yes,Low,Moderate,Moderate,Poor,85.95
15.58,5.83,81.25,Yes,No,High,Moderate,Moderate,Average,78.14
21.7,6.78,48.89,Yes,No,Low,Moderate,Low,Average,73.45
16.39,5.31,60.77,Yes,Yes,Moderate,Moderate,Moderate,Average,62.69
17.99,6.58,84.69,Yes,No,Low,Moderate,Moderate,Good,76.26
12.95,4.98,93.72,Yes,Yes,Low,Moderate,Moderate,Poor,58.68
16.17,7.9,73.43,Yes,No,Moderate,Moderate,Low,Average,65.1
18.22,7.92,61.31,Yes,Yes,Moderate,Moderate,Low,Good,75.83
11.53,7.94,94.69,Yes,No,Low,Moderate,Moderate,Good,69.46
14.54,7.03,68.88,Yes,Yes,Moderate,Moderate,Moderate,Good,77.0
14.65,5.94,60.91,Yes,No,Moderate,Low,Moderate,Average,70.12
19.96,6.04,58.38,Yes,Yes,Moderate,Moderate,Low,Average,66.97
8.6,8.84,52.07,Yes,Yes,High,Moderate,Moderate,Good,60.26
14.69,8.72,100.0,Yes,No,Moderate,Low,Moderate,Good,85.97
26.47,7.15,91.31,Yes,Yes,High,Moderate,High,Poor,90.35
21.98,6.38,60.16,Yes,No,Moderate,Moderate,Moderate,Average,72.52
23.1,8.64,95.98,Yes,Yes,High,High,Moderate,Good,100.0
15.15,6.17,78.0,Yes,Yes,Moderate,Moderate,High,Average,71.97
16.93,7.27,77.11,Yes,No,Low,Low,Moderate,Average,69.06
21.01,8.62,59.23,Yes,Yes,Low,Moderate,Low,Average,85.93
24.36,6.0,62.29,Yes,No,Moderate,Low,Low,Good,83.54
3.29,8.0,69.36,Yes,Yes,High,High,High,Poor,44.51
7.11,7.62,40.52,No,Yes,Low,Moderate,Moderate,Average,42.52
22.86,6.95,62.7,Yes,Yes,Moderate,Moderate,Low,Average,75.3
13.34,5.81,70.07,Yes,Yes,Moderate,Moderate,Moderate,Good,66.22
10.97,6.13,89.64,Yes,No,Moderate,Moderate,High,Good,68.49
7.48,7.35,60.75,Yes,Yes,Low,Low,Low,Average,48.6
11.67,5.29,82.18,Yes,Yes,Low,Moderate,Moderate,Average,64.89
6.59,7.16,39.09,Yes,No,Low,Moderate,Low,Average,41.55
27.55,7.65,87.51,No,Yes,Low,Moderate,Moderate,Average,81.23
14.87,8.18,56.49,Yes,No,Low,Moderate,Moderate,Average,49.7
14.65,5.32,71.95,Yes,No,Low,Moderate,Moderate,Average,50.64
18.53,8.58,76.1,Yes,No,Moderate,Moderate,High,Average,70.05
20.77,9.03,73.15,Yes,Yes,Moderate,Moderate,Moderate,Poor,73.64
20.68,7.49,68.4,Yes,No,High,Low,High,Average,80.26
21.44,5.75,51.38,Yes,Yes,High,Moderate,Moderate,Good,72.11
11.21,6.61,56.66,Yes,Yes,Moderate,Low,Low,Good,57.16
13.21,6.94,84.95,Yes,No,Low,Moderate,Low,Average,69.26
19.61,7.32,61.04,Yes,Yes,High,Moderate,Low,Average,77.47
11.84,7.03,68.45,Yes,No,Moderate,Low,Moderate,Average,55.93
14.97,7.34,47.62,Yes,Yes,High,Moderate,Low,Poor,60.87
17.39,6.89,82.88,Yes,Yes,Moderate,Moderate,Moderate,Good,77.38
19.71,7.32,50.21,No,Yes,High,Low,Moderate,Average,62.42
4.33,6.45,83.74,No,No,Moderate,High,Low,Average,52.13
19.29,6.59,54.06,Yes,Yes,Moderate,Low,Moderate,Average,68.1
13.6,6.31,85.22,Yes,Yes,Moderate,Moderate,Low,Good,72.72
19.24,9.3,70.15,Yes,Yes,Low,Moderate,Moderate,Average,67.27
19.66,8.76,61.62,Yes,Yes,Moderate,High,Moderate,Good,78.23
24.65,7.67,94.01,Yes,Yes,Low,Moderate,Moderate,Poor,84.92
23.12,8.59,68.97,Yes,Yes,Moderate,High,Moderate,Good,83.2
23.08,7.96,64.57,No,Yes,High,Moderate,Moderate,Average,89.98
23.66,7.22,83.64,No,Yes,Moderate,Low,Moderate,Good,87.71
16.75,5.19,47.79,Yes,Yes,Low,Moderate,Moderate,Good,56.47
15.19,6.69,32.09,Yes,Yes,Low,Low,High,Good,42.99
20.24,6.6,87.37,No,No,Low,Low,High,Average,60.68
19.39,5.64,57.46,Yes,Yes,Moderate,Low,Low,Average,62.3
13.15,5.22,82.97,Yes,Yes,Low,Low,High,Good,59.83
17.43,7.59,70.69,Yes,No,Moderate,Low,High,Average,69.23
14.79,7.39,52.54,Yes,Yes,Moderate,Moderate,Moderate,Good,67.79
9.88,5.6,79.11,Yes,No,Low,Low,Moderate,Good,59.08
22.74,6.1,63.85,Yes,Yes,Moderate,Low,Moderate,Average,77.09
15.33,8.39,53.84,Yes,Yes,Moderate,Low,High,Average,59.91
27.29,5.95,54.23,Yes,Yes,Moderate,High,Low,Good,88.24
5.25,7.2,44.01,Yes,Yes,Moderate,Moderate,Moderate,Average,42.15
11.66,6.77,76.05,No,Yes,High,Moderate,Low,Average,62.41
15.2,7.61,55.97,Yes,Yes,High,Moderate,Moderate,Average,65.58
21.82,5.97,69.48,Yes,No,Moderate,Moderate,Low,Average,73.27
17.4,7.11,67.27,Yes,Yes,Moderate,Low,High,Average,66.36
16.86,7.2,55.88,Yes,No,Moderate,Moderate,Low,Average,60.34
8.24,7.28,47.16,Yes,No,Moderate,Moderate,Moderate,Good,49.36
8.06,7.09,100.0,Yes,No,Low,Moderate,Moderate,Good,74.88
16.94,7.41,69.27,Yes,Yes,Moderate,High,High,Poor,74.58
6.82,9.63,97.35,Yes,Yes,Moderate,Low,Moderate,Average,74.3
11.81,10.07,87.47,Yes,No,Moderate,Moderate,High,Good,78.03
18.01,6.23,65.18,Yes,No,Moderate,Moderate,Moderate,Average,61.95
9.11,4.22,72.71,No,No,High,Moderate,Moderate,Poor,44.46
24.63,7.71,72.28,Yes,Yes,Moderate,Moderate,High,Poor,77.82
22.34,7.22,97.66,Yes,Yes,High,Low,Low,Average,100.0
5.57,8.27,82.45,No,No,High,Moderate,Moderate,Good,67.76
9.41,7.34,57.89,Yes,No,High,Moderate,Moderate,Good,53.57
1.29,7.07,75.27,Yes,Yes,High,Low,Low,Average,54.79
10.3,8.35,82.06,Yes,Yes,Moderate,Low,High,Good,69.75
19.6,8.52,52.37,Yes,No,Low,Moderate,Moderate,Poor,67.77
12.52,5.34,77.41,Yes,Yes,Low,High,Moderate,Average,61.16
17.76,6.02,90.18,Yes,No,Low,Moderate,High,Good,70.96
5.87,6.87,57.14,Yes,No,Moderate,Low,High,Good,45.42
19.79,7.12,59.21,Yes,No,Moderate,High,Moderate,Poor,60.5
11.67,6.73,87.41,Yes,No,High,Low,Low,Average,71.11
15.07,7.52,64.69,Yes,Yes,Moderate,Low,Moderate,Average,68.26
14.44,8.2,55.27,Yes,Yes,Moderate,Moderate,Moderate,Average,60.77
7.37,9.07,83.23,Yes,No,High,Low,Low,Poor,72.57
8.08,7.69,78.65,Yes,No,Low,Moderate,Low,Poor,58.0
20.81,5.98,71.42,Yes,Yes,Low,Low,Low,Average,66.62
17.39,6.82,86.87,Yes,Yes,High,Moderate,High,Average,73.33
21.3,6.91,87.93,Yes,Yes,Low,Low,Low,Average,72.91
16.95,7.62,68.76,Yes,No,Low,Moderate,Low,Average,67.76
15.86,7.47,99.61,Yes,Yes,Moderate,Moderate,Moderate,Average,76.35
4.64,9.46,93.75,Yes,Yes,Low,High,Moderate,Average,64.73
13.38,6.45,40.24,Yes,Yes,Moderate,Low,Low,Good,55.68
14.84,7.46,54.55,Yes,No,Moderate,Moderate,Low,Good,67.51
26.72,9.83,36.17,Yes,Yes,Low,Moderate,Moderate,Average,80.32
19.12,6.3,65.13,Yes,Yes,Moderate,High,High,Average,74.51
24.22,7.17,51.83,Yes,Yes,Low,Moderate,Moderate,Poor,75.15
18.59,5.87,57.79,Yes,Yes,Low,High,Low,Average,67.03
10.73,7.1,86.36,Yes,Yes,Moderate,Low,High,Average,60.94
15.7,6.06,43.68,Yes,No,Moderate,Moderate,Moderate,Good,53.12
16.42,8.26,71.95,Yes,No,Moderate,Low,Low,Poor,65.16
9.37,7.18,71.86,Yes,No,Moderate,Low,Moderate,Average,58.82
12.69,5.88,68.76,Yes,Yes,High,Low,High,Average,52.61
13.77,8.01,71.96,Yes,Yes,High,Moderate,Moderate,Average,68.99
24.63,7.22,36.52,Yes,No,Moderate,Moderate,Moderate,Average,60.2
2.52,8.14,57.86,Yes,Yes,Low,Low,Low,Average,44.73
22.23,5.62,93.15,Yes,No,Moderate,Low,High,Average,72.61
9.38,7.44,52.05,Yes,No,Low,High,Low,Good,48.38
6.77,7.93,95.0,Yes,Yes,Low,Moderate,Moderate,Poor,58.8
22.08,6.49,48.9,Yes,Yes,High,Low,Low,Average,65.62
19.39,5.49,47.09,Yes,Yes,High,Low,Moderate,Average,65.09
22.53,6.95,55.72,Yes,Yes,Low,Low,High,Average,62.04
19.8,8.47,86.94,Yes,No,Moderate,Low,Moderate,Good,84.24
27.36,8.35,61.81,Yes,Yes,Moderate,Low,Moderate,Good,77.46
18.35,6.49,75.18,Yes,Yes,High,Low,Moderate,Good,84.94
14.06,5.46,71.1,No,No,Moderate,Moderate,Moderate,Average,51.56
17.06,6.48,69.18,No,Yes,High,Moderate,High,Average,72.87
22.46,6.44,89.11,Yes,No,High,Low,Low,Average,85.76
10.32,7.54,81.57,No,Yes,Moderate,Low,Moderate,Average,67.19
11.09,6.87,52.86,Yes,No,Moderate,Moderate,Moderate,Average,56.92
13.15,6.1,65.87,Yes,Yes,Moderate,Low,Moderate,Average,57.78
2.37,8.33,96.15,Yes,Yes,Moderate,Moderate,Moderate,Average,64.46
15.83,7.17,74.79,No,Yes,Moderate,Moderate,Low,Average,67.96
3.68,7.52,47.38,Yes,Yes,Moderate,High,Moderate,Average,42.86
15.32,4.93,48.44,Yes,Yes,Moderate,Low,Low,Good,63.94
20.19,4.09,83.35,Yes,Yes,Moderate,Moderate,Low,Poor,66.22
12.14,5.27,80.54,Yes,No,Moderate,Moderate,High,Good,57.96
25.06,6.42,56.18,Yes,No,Low,Moderate,Moderate,Average,72.92
6.24,7.69,81.21,Yes,No,Moderate,Low,Moderate,Good,64.23
22.15,4.19,93.99,Yes,No,Moderate,Low,Moderate,Good,83.22
19.05,8.91,91.87,Yes,Yes,Low,Moderate,Moderate,Average,78.99
4.7,7.2,94.06,Yes,Yes,High,Low,Moderate,Average,66.03
31.26,8.63,78.33,Yes,Yes,Low,Moderate,Moderate,Average,93.11
14.62,5.94,67.34,Yes,Yes,Moderate,Low,Moderate,Average,73.56
9.74,7.6,63.96,Yes,No,Moderate,Moderate,High,Good,55.79
6.56,7.1,69.74,Yes,No,Moderate,Low,Moderate,Poor,39.26
13.68,7.98,56.86,No,No,Low,Moderate,Low,Average,53.19
14.24,6.72,64.61,No,No,Low,Moderate,Low,Average,52.8
15.62,7.57,89.13,Yes,Yes,Low,Low,High,Poor,57.76
13.21,8.32,45.86,Yes,No,Low,High,High,Average,44.19
18.8,6.22,46.89,Yes,Yes,Moderate,Moderate,Low,Average,64.28
12.67,7.29,82.46,Yes,No,Moderate,Moderate,High,Good,61.95
3.39,4.73,64.75,Yes,Yes,Low,Low,High,Good,39.86
14.1,7.84,41.12,Yes,Yes,High,Moderate,Moderate,Poor,56.09
0.8,9.35,69.08,No,Yes,Moderate,Moderate,Moderate,Good,47.54
17.12,5.51,66.94,Yes,Yes,Moderate,Moderate,Low,Good,72.19
9.12,6.89,63.53,Yes,Yes,Moderate,High,Low,Average,69.56
15.98,8.06,80.29,Yes,Yes,Moderate,High,Low,Good,90.13
22.88,7.04,50.0,Yes,No,Moderate,Moderate,Moderate,Average,69.91
9.31,7.2,70.19,Yes,No,High,Low,Moderate,Good,62.96
21.37,6.53,66.84,No,Yes,Moderate,High,High,Good,74.1
12.4,6.49,70.57,Yes,No,Moderate,Low,Moderate,Average,61.47
25.52,6.9,44.02,Yes,No,High,High,Moderate,Average,77.39
12.81,7.05,62.16,Yes,Yes,Moderate,Low,Low,Average,54.96
9.96,5.58,70.3,Yes,Yes,Moderate,High,High,Average,55.37
19.12,6.92,78.12,Yes,No,Low,Low,High,Good,73.11
12.39,8.88,97.7,Yes,No,Moderate,Low,Low,Average,76.59
9.95,6.5,82.09,Yes,Yes,High,Moderate,Moderate,Poor,58.15
12.13,5.52,76.92,Yes,Yes,Low,Moderate,Moderate,Good,62.32
14.73,6.82,89.07,Yes,No,Low,Moderate,Moderate,Poor,65.34
23.05,6.14,65.44,Yes,Yes,High,Moderate,Moderate,Good,74.84
3.4,5.39,93.31,No,Yes,Moderate,Moderate,Moderate,Average,49.38
15.14,7.17,86.79,Yes,Yes,Low,Moderate,Moderate,Average,74.91
18.75,6.15,63.31,Yes,No,High,High,Low,Good,79.51
16.16,6.25,98.86,Yes,Yes,Moderate,Low,Low,Average,82.46
22.86,7.18,76.7,Yes,No,Moderate,Low,Moderate,Average,86.57
14.55,5.16,100.0,Yes,No,Moderate,Moderate,Moderate,Average,73.87
13.89,4.91,74.55,Yes,Yes,Moderate,Moderate,High,Good,63.22
18.55,7.81,61.57,No,Yes,High,Low,High,Good,73.36
15.6,4.68,58.49,No,No,Moderate,Low,Low,Good,58.15
12.66,5.83,64.66,Yes,No,Moderate,High,Moderate,Average,61.79
18.1,4.84,61.43,Yes,No,Moderate,Low,High,Average,48.39
11.08,6.42,89.07,Yes,Yes,High,Moderate,Moderate,Good,76.36
11.33,7.51,69.57,Yes,Yes,Moderate,Low,Moderate,Average,59.61
11.83,7.13,45.79,Yes,Yes,High,Moderate,Low,Good,61.5
23.12,9.87,73.2,Yes,No,Moderate,High,Moderate,Good,96.12
0.0,8.3,71.88,Yes,Yes,Moderate,Low,Low,Average,51.6
17.37,5.88,62.97,Yes,Yes,High,Moderate,High,Good,69.85
15.21,5.56,74.01,No,Yes,Moderate,Moderate,Low,Average,63.02
4.91,10.25,69.34,Yes,Yes,High,Moderate,Low,Average,62.61
16.86,8.28,79.51,Yes,No,Moderate,Moderate,Moderate,Good,83.79
17.85,7.71,78.62,Yes,Yes,Moderate,Moderate,Moderate,Good,81.3
18.54,7.09,75.47,Yes,Yes,High,Moderate,Moderate,Good,89.08
0.0,7.33,50.52,Yes,No,Moderate,High,Low,Average,36.05
23.2,5.22,100.0,Yes,No,Moderate,Low,Low,Average,80.65
10.57,7.19,46.66,Yes,Yes,Moderate,Low,Moderate,Average,49.31
19.12,7.09,68.07,Yes,No,Moderate,High,Low,Good,83.51
19.45,5.92,53.58,Yes,Yes,Moderate,Low,Moderate,Average,65.47
9.74,6.35,75.95,Yes,No,Low,Moderate,Moderate,Average,49.17
18.96,8.82,72.08,Yes,Yes,Low,High,Moderate,Good,76.72
12.69,6.85,67.47,Yes,Yes,High,Low,High,Average,63.35
2.57,9.49,92.77,Yes,Yes,High,Moderate,Moderate,Poor,65.93
22.01,4.91,86.63,Yes,No,High,Low,Moderate,Average,76.98
10.35,6.37,65.09,Yes,Yes,Moderate,Moderate,Low,Average,66.58
9.87,5.14,82.06,Yes,Yes,Moderate,Moderate,Low,Average,67.38
12.58,5.55,93.47,Yes,Yes,High,Moderate,Low,Average,72.78
16.63,6.01,86.52,Yes,Yes,Moderate,Low,Moderate,Average,82.65
14.66,7.38,67.96,Yes,Yes,High,Moderate,High,Average,62.75
18.29,7.32,46.15,Yes,Yes,Low,Moderate,Moderate,Average,58.28
6.96,6.18,74.87,Yes,Yes,Moderate,Moderate,Moderate,Good,62.8
10.55,4.33,80.03,Yes,Yes,Moderate,Moderate,Moderate,Good,61.27
14.3,8.77,58.46,Yes,Yes,Moderate,High,High,Poor,66.32
26.39,6.66,70.34,Yes,No,Low,Moderate,Moderate,Good,87.34
14.32,5.66,68.76,Yes,Yes,Moderate,Low,Moderate,Average,64.2
21.51,7.33,90.82,Yes,Yes,Low,Low,Low,Average,88.99
15.23,7.25,97.81,Yes,No,Moderate,Low,Low,Average,76.51
12.1,6.61,87.63,Yes,No,Moderate,Moderate,Low,Good,71.31
13.52,7.18,68.72,Yes,Yes,Moderate,Moderate,Moderate,Average,57.88
13.99,5.61,87.22,Yes,Yes,High,Low,Low,Poor,72.85
18.62,7.91,79.73,Yes,No,Low,Low,Moderate,Good,85.93
23.25,5.8,68.88,Yes,Yes,High,Low,Moderate,Good,78.96
17.16,6.27,100.0,Yes,Yes,Moderate,Moderate,Moderate,Average,71.63
22.12,7.78,58.93,Yes,Yes,Low,High,Low,Average,80.37
9.21,8.44,79.06,Yes,No,Moderate,Moderate,High,Poor,56.27
12.51,8.9,82.59,Yes,No,High,Moderate,Moderate,Average,75.57
10.65,8.27,65.69,Yes,Yes,High,Moderate,Moderate,Average,62.4
16.89,6.61,78.39,Yes,No,Low,Moderate,Low,Good,64.88
12.85,5.15,84.18,No,Yes,Low,Moderate,Low,Average,57.51
19.38,8.69,73.67,Yes,Yes,Moderate,Low,Moderate,Average,67.52
9.41,8.64,77.09,Yes,No,Moderate,Moderate,Low,Good,73.11
15.26,6.19,71.58,Yes,Yes,High,Moderate,High,Average,68.5
19.12,8.11,81.96,Yes,Yes,Moderate,High,Moderate,Good,83.57
2.61,6.6,66.57,No,Yes,High,Low,Low,Average,41.92
27.73,8.8,65.32,Yes,Yes,Low,High,Moderate,Good,88.07
13.3,6.38,70.31,Yes,No,Low,Moderate,High,Good,48.97
2.85,9.37,87.76,Yes,Yes,High,Low,High,Good,58.49
15.95,7.94,43.79,No,No,Moderate,Moderate,Moderate,Good,67.88
15.2,9.16,56.36,Yes,Yes,Moderate,Low,Moderate,Good,68.8
14.51,6.44,100.0,Yes,Yes,Moderate,High,Moderate,Good,94.27
20.95,7.49,74.13,Yes,Yes,Moderate,Low,High,Good,67.43
19.48,5.84,63.89,Yes,No,High,High,Moderate,Average,71.35
16.79,8.01,81.92,Yes,Yes,High,High,Moderate,Average,75.92
17.7,8.08,58.22,No,No,Moderate,Moderate,Moderate,Poor,55.46
14.37,9.88,38.46,Yes,Yes,Low,Low,Moderate,Average,54.67
25.65,7.58,75.32,Yes,No,Low,Moderate,Moderate,Good,81.98
6.12,7.87,59.04,Yes,Yes,Low,High,High,Good,43.44
15.84,6.44,71.52,Yes,No,Low,High,Moderate,Average,62.24
15.39,7.65,74.94,Yes,No,Low,Moderate,Moderate,Average,60.99
19.88,6.54,72.13,Yes,No,Low,Moderate,High,Average,66.94
9.94,7.14,44.37,Yes,No,Moderate,Moderate,High,Average,48.03
4.54,7.21,70.39,Yes,No,Moderate,High,Moderate,Average,57.9
15.94,6.58,76.67,Yes,No,High,High,Low,Average,77.27
16.69,7.08,49.0,No,Yes,Low,Low,Moderate,Average,53.16
23.94,6.55,47.21,Yes,Yes,Moderate,High,Low,Average,67.99
7.38,6.54,53.96,Yes,Yes,Moderate,High,Low,Average,53.02
21.93,8.29,81.2,No,No,Moderate,Moderate,Moderate,Average,79.44
29.2,7.21,40.03,Yes,Yes,Moderate,Moderate,Moderate,Good,78.16
